time,aircraft_id,nn_in_dx_raw,nn_in_dy_raw,nn_in_dz_raw,nn_in_vx_raw,nn_in_vy_raw,nn_in_vz_raw,nn_in_phi_raw,nn_in_theta_raw,nn_in_psi_raw,nn_in_p_raw,nn_in_q_raw,nn_in_r_raw,nn_in_Mx_ext_raw,nn_in_My_ext_raw,nn_in_Mz_ext_raw,nn_in_omega1_raw,nn_in_omega2_raw,nn_in_omega3_raw,nn_in_omega4_raw,nn_in_dx_normalized,nn_in_dy_normalized,nn_in_dz_normalized,nn_in_vx_normalized,nn_in_vy_normalized,nn_in_vz_normalized,nn_in_phi_normalized,nn_in_theta_normalized,nn_in_psi_normalized,nn_in_p_normalized,nn_in_q_normalized,nn_in_r_normalized,nn_in_Mx_ext_normalized,nn_in_My_ext_normalized,nn_in_Mz_ext_normalized,nn_in_omega1_normalized,nn_in_omega2_normalized,nn_in_omega3_normalized,nn_in_omega4_normalized
109.518,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.537,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.557,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.577,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.596,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.618,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.636,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.655,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.674,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.694,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.713,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.732,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.752,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.772,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.791,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.811,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.83,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.85,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.87,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.892,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.909,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.928,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.948,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.967,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
109.987,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.006,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.026,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.044,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.065,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.084,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.104,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.123,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.143,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.162,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.182,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.202,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.221,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.241,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.26,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.28,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.307,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.317,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.338,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.358,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.377,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.397,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.418,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.436,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.456,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.475,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.492,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.514,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.533,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.553,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.573,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.592,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.612,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.631,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.649,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.671,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.69,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.717,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.729,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.748,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.768,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.787,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.807,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
110.827,42,0.218271,0.002448,-0.410969,-0.137335,0.320335,-0.074712,-0.086447,-0.126234,0.664736,-0.680176,0.116943,-0.199707,0.0,0.0,0.0,6701.0,8664.0,8570.0,8537.0,0.520402,0.501771,0.470695,0.483957,0.533149,0.497818,0.479956,0.441197,0.581089,0.528155,0.526233,0.473198,0.499997,0.499991,0.500001,0.3402,0.7328,0.714,0.7074
